id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
108034.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,99,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kakamega,KEN37,BA,Active
108880.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,206,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Central Equatoria,SS01,BA,Active
108838.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,10,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Western,UGA04,BA,Active
108789.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Panyikang,SS0710,2,321,2024-09-30T00:00:00,2024,9,15,Conflict,,,White Nile,SD09,BA,Active
108443.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,1384,2024-09-30T00:00:00,2024,9,15,Other reason,,,Khartoum,SD01,BA,Active
108745.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek East,SS0404,2,377,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Central Equatoria,SS01,BA,Active
108494.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,945,2024-09-30T00:00:00,2024,9,15,Other reason,,,Jonglei,SS03,BA,Active
108413.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,5,2024-09-30T00:00:00,2024,9,15,Other reason,,,North Kordofan,SD13,BA,Active
107943.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,32,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Western,UGA04,BA,Active
107944.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,3,2024-09-30T00:00:00,2024,9,15,Other reason,,,Central Darfur,SD06,BA,Active
107823.0,Mobility Tracking,South Sudan,SSD,Western Bahr el Ghazal,SS09,Jur River,SS0901,2,5,2024-09-30T00:00:00,2024,9,15,Conflict,,,Nairobi,KEN47,BA,Active
107850.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Guit,SS0602,2,1,2024-09-30T00:00:00,2024,9,15,Other reason,,,Northern,UGA03,BA,Active
107724.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Twic East,SS0310,2,58,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Nairobi,KEN47,BA,Active
107743.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,1,2024-09-30T00:00:00,2024,9,15,Conflict,,,River Nile,SD16,BA,Active
107746.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,46,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Equatoria,SS01,BA,Active
107586.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil Centre,SS0501,2,144,2024-09-30T00:00:00,2024,9,15,Conflict,,,Khartoum,SD01,BA,Active
107099.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,4,2024-09-30T00:00:00,2024,9,15,Other reason,,,Kassala,SD11,BA,Active
107106.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Wulu,SS0406,2,33,2024-09-30T00:00:00,2024,9,15,Conflict,,,Turkana,KEN23,BA,Active
107438.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,9,2024-09-30T00:00:00,2024,9,15,Other reason,,,Sankuru,COD83,BA,Active
107361.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,801,2024-09-30T00:00:00,2024,9,15,Other reason,,,Western Equatoria,SS10,BA,Active
106670.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,40,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kassala,SD11,BA,Active
107259.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,22,2024-09-30T00:00:00,2024,9,15,Conflict,,,South Kordofan,SD07,BA,Active
107055.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Abiemnhom,SS0601,2,1184,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
107010.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,153,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Northern,UGA03,BA,Active
107011.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,7,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Bungoma,KEN39,BA,Active
106423.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Leer,SS0604,2,86,2024-09-30T00:00:00,2024,9,15,Conflict,,,Sennar,SD14,BA,Active
106460.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Twic East,SS0310,2,211,2024-09-30T00:00:00,2024,9,15,Conflict,,,Eastern,UGA02,BA,Active
106548.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,3,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,KasaÃ¯,COD92,BA,Active
106561.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,64,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Eastern Equatoria,SS02,BA,Active
106370.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial West,SS0802,2,5,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Darfur,SD06,BA,Active
106237.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Morobo,SS0104,2,5465,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Equatoria,SS01,BA,Active
106250.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,1,2024-09-30T00:00:00,2024,9,15,Other reason,,,Trans Nzoia,KEN26,BA,Active
106168.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pochalla,SS0309,2,31,2024-09-30T00:00:00,2024,9,15,Other reason,,,Jonglei,SS03,BA,Active
105467.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Canal/Pigi,SS0304,2,2019,2024-09-30T00:00:00,2024,9,15,Conflict,,,Upper Nile,SS07,BA,Active
105479.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,227,2024-09-30T00:00:00,2024,9,15,Conflict,,,Khartoum,SD01,BA,Active
105518.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,584,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Khartoum,SD01,BA,Active
105404.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial West,SS0802,2,11,2024-09-30T00:00:00,2024,9,15,Conflict,,,Lakes,SS04,BA,Active
105567.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,263,2024-09-30T00:00:00,2024,9,15,Other reason,,,Unity,SS06,BA,Active
105696.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,1175,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Northern,UGA03,BA,Active
105736.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,18,2024-09-30T00:00:00,2024,9,15,Conflict,,,North Darfur,SD02,BA,Active
105769.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,50,2024-09-30T00:00:00,2024,9,15,Conflict,,,Oromia,ET04,BA,Active
105781.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,383,2024-09-30T00:00:00,2024,9,15,Conflict,,,White Nile,SD09,BA,Active
106029.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,92,2024-09-30T00:00:00,2024,9,15,Other reason,,,Amhara,ET03,BA,Active
106061.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,44,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kisumu,KEN42,BA,Active
105914.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Kajo-keji,SS0102,2,20,2024-09-30T00:00:00,2024,9,15,Other reason,,,Central Equatoria,SS01,BA,Active
106005.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Gogrial East,SS0801,2,127,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Khartoum,SD01,BA,Active
106108.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Magwi,SS0207,2,760,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Equatoria,SS01,BA,Active
97364.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pibor,SS0308,2,2,2024-09-30T00:00:00,2024,9,15,Other reason,,,Turkana,KEN23,BA,Active
97370.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,6,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Darfur,SD06,BA,Active
97522.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,36,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Darfur,SD06,BA,Active
97604.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Yambio,SS1010,2,1881,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
97246.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,9,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Lakes,SS04,BA,Active
97301.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,64,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kassala,SD11,BA,Active
97690.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,384,2024-09-30T00:00:00,2024,9,15,Conflict,,,Addis Ababa,ET14,BA,Active
97203.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Cueibet,SS0402,2,7,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Northern,UGA03,BA,Active
97207.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Wulu,SS0406,2,140,2024-09-30T00:00:00,2024,9,15,Conflict,,,Northern,UGA03,BA,Active
97008.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,21,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kericho,KEN35,BA,Active
97066.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,27,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Nairobi,KEN47,BA,Active
96743.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Ikotos,SS0202,2,4692,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
96821.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,7,2024-09-30T00:00:00,2024,9,15,Other reason,,,Addis Ababa,ET14,BA,Active
96879.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,194,2024-09-30T00:00:00,2024,9,15,Other reason,,,Central,UGA01,BA,Active
97451.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Yei,SS0106,2,4175,2024-09-30T00:00:00,2024,9,15,Conflict,,,Northern,UGA03,BA,Active
97758.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Wulu,SS0406,2,15,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Darfur,SD06,BA,Active
97907.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Tonj South,SS0805,2,7,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Khartoum,SD01,BA,Active
98009.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Twic East,SS0310,2,2163,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Central Equatoria,SS01,BA,Active
98010.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,8578,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
98060.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,118,2024-09-30T00:00:00,2024,9,15,Conflict,,,Kisumu,KEN42,BA,Active
98608.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Yei,SS0106,2,7999,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
97854.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,429,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Northern,UGA03,BA,Active
98501.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,28,2024-09-30T00:00:00,2024,9,15,Conflict,,,Eastern,UGA02,BA,Active
98178.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,13,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Embu,KEN14,BA,Active
98195.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek East,SS0404,2,1246,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
98259.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,29,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kilifi,KEN03,BA,Active
98284.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,43,2024-09-30T00:00:00,2024,9,15,Conflict,,,Bomet,KEN36,BA,Active
98348.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,1269,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Khartoum,SD01,BA,Active
98349.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Twic East,SS0310,2,1996,2024-09-30T00:00:00,2024,9,15,Conflict,,,Lakes,SS04,BA,Active
98412.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,54,2024-09-30T00:00:00,2024,9,15,Other reason,,,Khartoum,SD01,BA,Active
98856.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Awerial,SS0401,2,52,2024-09-30T00:00:00,2024,9,15,Conflict,,,Central Equatoria,SS01,BA,Active
99084.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,38,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Khartoum,SD01,BA,Active
99067.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,33,2024-09-30T00:00:00,2024,9,15,Other reason,,,Jonglei,SS03,BA,Active
99172.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,21,2024-09-30T00:00:00,2024,9,15,Conflict,,,West Pokot,KEN24,BA,Active
99191.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil Centre,SS0501,2,5,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Mombasa,KEN01,BA,Active
99205.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,27,2024-09-30T00:00:00,2024,9,15,Other reason,,,Upper Nile,SS07,BA,Active
99243.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayendit,SS0605,2,54,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Red Sea,SD10,BA,Active
99595.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pochalla,SS0309,2,216,2024-09-30T00:00:00,2024,9,15,Conflict,,,Gambela,ET12,BA,Active
99397.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil Centre,SS0501,2,18,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Not available,Not available,BA,Active
99872.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta North,SS0204,2,5,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Not available,Not available,BA,Active
99956.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Yambio,SS1010,2,250,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Western Equatoria,SS10,BA,Active
99965.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Terekeka,SS0105,2,942,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
100032.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Lafon,SS0206,2,83,2024-09-30T00:00:00,2024,9,15,Conflict,,,Aj Jazirah,SD15,BA,Active
100039.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Bor South,SS0303,2,3164,2024-09-30T00:00:00,2024,9,15,Conflict,,,Lakes,SS04,BA,Active
99744.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta South,SS0205,2,2,2024-09-30T00:00:00,2024,9,15,Other reason,,,Samburu,KEN25,BA,Active
99779.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,1,2024-09-30T00:00:00,2024,9,15,Other reason,,,Kongo-Central,COD20,BA,Active
99818.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,9,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Nakuru,KEN32,BA,Active
99831.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,7,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Central,UGA01,BA,Active
100205.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,50,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Lamu,KEN05,BA,Active
100079.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,5,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Gambela,ET12,BA,Active
100235.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,30,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,River Nile,SD16,BA,Active
100646.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,77,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Blue Nile,SD08,BA,Active
100519.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,76083,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
100552.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,2,2024-09-30T00:00:00,2024,9,15,Conflict,,,Amhara,ET03,BA,Active
100281.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Kapoeta South,SS0205,2,5,2024-09-30T00:00:00,2024,9,15,Other reason,,,Kisumu,KEN42,BA,Active
103898.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Bor South,SS0303,2,14136,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
104195.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Pibor,SS0308,2,1013,2024-09-30T00:00:00,2024,9,15,Conflict,,,Gambela,ET12,BA,Active
104659.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,2,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Somali,ET05,BA,Active
104782.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,332,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Turkana,KEN23,BA,Active
104986.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Kajo-keji,SS0102,2,4936,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
104729.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Akobo,SS0301,2,11,2024-09-30T00:00:00,2024,9,15,Other reason,,,Upper Nile,SS07,BA,Active
105074.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Panyijiar,SS0607,2,44,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kassala,SD11,BA,Active
104308.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,40,2024-09-30T00:00:00,2024,9,15,Conflict,,,Busia,KEN40,BA,Active
103624.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,30,2024-09-30T00:00:00,2024,9,15,Other reason,,,Upper Nile,SS07,BA,Active
102961.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Fangak,SS0306,2,19,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Warrap,SS08,BA,Active
103072.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,2,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,North Darfur,SD02,BA,Active
103269.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Malakal,SS0707,2,97,2024-09-30T00:00:00,2024,9,15,Other reason,,,Khartoum,SD01,BA,Active
103275.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Lafon,SS0206,2,9,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Tigray,ET01,BA,Active
103713.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Ikotos,SS0202,2,93,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Eastern Equatoria,SS02,BA,Active
103802.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,104,2024-09-30T00:00:00,2024,9,15,Conflict,,,Unity,SS06,BA,Active
103494.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,27,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kisumu,KEN42,BA,Active
103499.0,Mobility Tracking,South Sudan,SSD,Eastern Equatoria,SS02,Lafon,SS0206,2,124,2024-09-30T00:00:00,2024,9,15,Conflict,,,Ituri,COD54,BA,Active
103428.0,Mobility Tracking,South Sudan,SSD,Warrap,SS08,Twic,SS0806,2,1038,2024-09-30T00:00:00,2024,9,15,Conflict,,,Khartoum,SD01,BA,Active
103100.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,7,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Mbomou,CAF62,BA,Active
103410.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,4,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Addis Ababa,ET14,BA,Active
103334.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Melut,SS0709,2,29,2024-09-30T00:00:00,2024,9,15,Conflict,,,Khartoum,SD01,BA,Active
103343.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,11,2024-09-30T00:00:00,2024,9,15,Other reason,,,Not available,Not available,BA,Active
102634.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol West,SS0408,2,11,2024-09-30T00:00:00,2024,9,15,Conflict,,,Nandi,KEN29,BA,Active
102667.0,Mobility Tracking,South Sudan,SSD,Northern Bahr el Ghazal,SS05,Aweil East,SS0502,2,5657,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
102295.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Rumbek East,SS0404,2,153,2024-09-30T00:00:00,2024,9,15,Conflict,,,Not available,Not available,BA,Active
102594.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,2437,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Jonglei,SS03,BA,Active
102855.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,215,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Jonglei,SS03,BA,Active
102780.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Ayod,SS0302,2,1330,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Unity,SS06,BA,Active
102204.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,7,2024-09-30T00:00:00,2024,9,15,Conflict,,,Eastern,UGA02,BA,Active
102207.0,Mobility Tracking,South Sudan,SSD,Lakes,SS04,Yirol East,SS0407,2,400,2024-09-30T00:00:00,2024,9,15,Conflict,,,Jonglei,SS03,BA,Active
102403.0,Mobility Tracking,South Sudan,SSD,Western Equatoria,SS10,Nzara,SS1008,2,832,2024-09-30T00:00:00,2024,9,15,No reason for displacement reported,,,Not available,Not available,BA,Active
102409.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,25,2024-09-30T00:00:00,2024,9,15,Conflict,,,Aj Jazirah,SD15,BA,Active
102410.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Rubkona,SS0609,2,2,2024-09-30T00:00:00,2024,9,15,Other reason,,,Aj Jazirah,SD15,BA,Active
101813.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Longochuk,SS0703,2,435,2024-09-30T00:00:00,2024,9,15,Conflict,,,Gambela,ET12,BA,Active
101930.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Bor South,SS0303,2,50,2024-09-30T00:00:00,2024,9,15,Other reason,,,Khartoum,SD01,BA,Active
102065.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,19,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Sennar,SD14,BA,Active
101115.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,29,2024-09-30T00:00:00,2024,9,15,Conflict,,,Basse-Kotto,CAF61,BA,Active
101241.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Pariang,SS0608,2,6915,2024-09-30T00:00:00,2024,9,15,Conflict,,,Unity,SS06,BA,Active
100813.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Mayom,SS0606,2,7,2024-09-30T00:00:00,2024,9,15,Other reason,,,North Kordofan,SD13,BA,Active
101018.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,2,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Kiambu,KEN22,BA,Active
101577.0,Mobility Tracking,South Sudan,SSD,Unity,SS06,Koch,SS0603,2,2,2024-09-30T00:00:00,2024,9,15,Conflict,,,Jonglei,SS03,BA,Active
101604.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Canal/Pigi,SS0304,2,20,2024-09-30T00:00:00,2024,9,15,Other reason,,,Kassala,SD11,BA,Active
101618.0,Mobility Tracking,South Sudan,SSD,Central Equatoria,SS01,Juba,SS0101,2,4719,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Jonglei,SS03,BA,Active
101528.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Uror,SS0311,2,1,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Red Sea,SD10,BA,Active
101463.0,Mobility Tracking,South Sudan,SSD,Jonglei,SS03,Nyirol,SS0307,2,9561,2024-09-30T00:00:00,2024,9,15,Conflict,,,Jonglei,SS03,BA,Active
134385.0,Mobility Tracking,South Sudan,SSD,Upper Nile,SS07,Renk,SS0711,2,17,2024-09-30T00:00:00,2024,9,15,Natural disaster,,,Northern Bahr el Ghazal,SS05,BA,Active
